startTime,endTime,latency
1708423012694,1708423012708,14
1708423012708,1708423012722,14
1708423012722,1708423012736,14
1708423012736,1708423012751,15
1708423012751,1708423012764,13
1708423012764,1708423012779,15
1708423012779,1708423012793,14
1708423012793,1708423012807,14
1708423012807,1708423012823,16
1708423012823,1708423012839,16
1708423012839,1708423012854,15
1708423012854,1708423012868,14
1708423012868,1708423012880,12
1708423012880,1708423012894,14
1708423012894,1708423012909,15
1708423012909,1708423012923,14
1708423012923,1708423012975,52
1708423012975,1708423012990,15
1708423012990,1708423013004,14
1708423013004,1708423013016,12
1708423013016,1708423013032,16
1708423013032,1708423013046,14
1708423013047,1708423013061,14
1708423013061,1708423013073,12
1708423013073,1708423013086,13
1708423013086,1708423013099,13
1708423013099,1708423013113,14
1708423013113,1708423013126,13
1708423013126,1708423013139,13
1708423013139,1708423013154,15
1708423013154,1708423013166,12
1708423013166,1708423013181,15
1708423013181,1708423013195,14
1708423013195,1708423013209,14
1708423013209,1708423013224,15
1708423013224,1708423013239,15
1708423013239,1708423013253,14
1708423013253,1708423013267,14
1708423013267,1708423013279,12
1708423013279,1708423013294,15
1708423013294,1708423013307,13
1708423013307,1708423013322,15
1708423013322,1708423013336,14
1708423013336,1708423013348,12
1708423013348,1708423013363,15
1708423013363,1708423013376,13
1708423013376,1708423013390,14
1708423013390,1708423013405,15
1708423013405,1708423013416,11
1708423013416,1708423013430,14
1708423013430,1708423013441,11
1708423013441,1708423013454,13
1708423013454,1708423013469,15
1708423013469,1708423013484,15
1708423013484,1708423013497,13
1708423013497,1708423013512,15
1708423013512,1708423013527,15
1708423013527,1708423013542,15
1708423013542,1708423013556,14
1708423013556,1708423013569,13
1708423013569,1708423013583,14
1708423013583,1708423013597,14
1708423013597,1708423013612,15
1708423013612,1708423013627,15
1708423013627,1708423013641,14
1708423013641,1708423013657,16
1708423013657,1708423013671,14
1708423013671,1708423013685,14
1708423013685,1708423013699,14
1708423013699,1708423013713,14
1708423013713,1708423013726,13
1708423013726,1708423013741,15
1708423013741,1708423013756,15
1708423013756,1708423013771,15
1708423013771,1708423013784,13
1708423013784,1708423013798,14
1708423013798,1708423013813,15
1708423013813,1708423013827,14
1708423013827,1708423013841,14
1708423013841,1708423013855,14
1708423013855,1708423013868,13
1708423013868,1708423013883,15
1708423013883,1708423013896,13
1708423013896,1708423013912,16
1708423013912,1708423013926,14
1708423013926,1708423013941,15
1708423013941,1708423013954,13
1708423013954,1708423013969,15
1708423013969,1708423013983,14
1708423013983,1708423013994,11
1708423013994,1708423014009,15
1708423014009,1708423014023,14
1708423014023,1708423014035,12
1708423014035,1708423014049,14
1708423014049,1708423014063,14
1708423014063,1708423014075,12
1708423014075,1708423014089,14
1708423014089,1708423014103,14
1708423014103,1708423014117,14
1708423014117,1708423014130,13
1708423014130,1708423014144,14
1708423014144,1708423014158,14
1708423014158,1708423014173,15
1708423014173,1708423014187,14
1708423014187,1708423014200,13
1708423014200,1708423014215,15
1708423014215,1708423014228,13
1708423014228,1708423014241,13
1708423014241,1708423014254,13
1708423014254,1708423014267,13
1708423014267,1708423014281,14
1708423014281,1708423014295,14
1708423014295,1708423014309,14
1708423014309,1708423014324,15
1708423014324,1708423014338,14
1708423014338,1708423014352,14
1708423014352,1708423014367,15
1708423014367,1708423014380,13
-,-,-
1708423015273,1708423015286,13
1708423015286,1708423015298,12
1708423015298,1708423015312,14
1708423015312,1708423015327,15
1708423015327,1708423015341,14
1708423015341,1708423015356,15
1708423015356,1708423015368,12
1708423015368,1708423015382,14
1708423015382,1708423015394,12
1708423015394,1708423015407,13
1708423015407,1708423015420,13
1708423015420,1708423015434,14
1708423015434,1708423015446,12
1708423015446,1708423015460,14
1708423015460,1708423015473,13
1708423015473,1708423015488,15
1708423015488,1708423015503,15
1708423015503,1708423015515,12
1708423015515,1708423015530,15
1708423015530,1708423015543,13
1708423015543,1708423015557,14
1708423015557,1708423015573,16
1708423015573,1708423015587,14
1708423015587,1708423015600,13
1708423015600,1708423015614,14
1708423015614,1708423015629,15
1708423015629,1708423015643,14
1708423015643,1708423015657,14
1708423015657,1708423015671,14
1708423015671,1708423015686,15
1708423015686,1708423015700,14
1708423015700,1708423015714,14
1708423015714,1708423015727,13
1708423015727,1708423015740,13
1708423015740,1708423015755,15
1708423015755,1708423015770,15
1708423015770,1708423015784,14
1708423015784,1708423015799,15
1708423015799,1708423015813,14
1708423015813,1708423015829,16
1708423015829,1708423015842,13
1708423015842,1708423015857,15
1708423015857,1708423015871,14
1708423015871,1708423015884,13
1708423015884,1708423015899,15
1708423015899,1708423015913,14
1708423015913,1708423015928,15
1708423015928,1708423015944,16
1708423015944,1708423015960,16
1708423015960,1708423015974,14
1708423015974,1708423015985,11
1708423015985,1708423015997,12
1708423015997,1708423016011,14
1708423016011,1708423016026,15
1708423016026,1708423016038,12
1708423016038,1708423016050,12
1708423016050,1708423016063,13
1708423016063,1708423016077,14
1708423016077,1708423016091,14
1708423016091,1708423016106,15
1708423016106,1708423016120,14
1708423016120,1708423016133,13
1708423016133,1708423016145,12
1708423016145,1708423016159,14
1708423016159,1708423016173,14
1708423016173,1708423016187,14
1708423016187,1708423016202,15
1708423016202,1708423016215,13
1708423016215,1708423016232,17
1708423016232,1708423016244,12
1708423016244,1708423016259,15
1708423016259,1708423016273,14
1708423016273,1708423016288,15
1708423016288,1708423016300,12
1708423016300,1708423016312,12
1708423016312,1708423016326,14
1708423016326,1708423016340,14
1708423016340,1708423016355,15
1708423016355,1708423016369,14
1708423016369,1708423016384,15
1708423016384,1708423016398,14
1708423016398,1708423016412,14
1708423016412,1708423016426,14
1708423016426,1708423016439,13
1708423016439,1708423016454,15
1708423016454,1708423016468,14
1708423016468,1708423016481,13
1708423016481,1708423016496,15
1708423016496,1708423016512,16
1708423016512,1708423016525,13
1708423016525,1708423016539,14
1708423016539,1708423016553,14
1708423016553,1708423016566,13
1708423016566,1708423016581,15
1708423016581,1708423016595,14
1708423016595,1708423016609,14
1708423016609,1708423016625,16
1708423016625,1708423016639,14
1708423016640,1708423016653,13
1708423016653,1708423016667,14
1708423016667,1708423016681,14
1708423016681,1708423016695,14
1708423016695,1708423016710,15
1708423016710,1708423016724,14
1708423016724,1708423016739,15
1708423016739,1708423016754,15
1708423016754,1708423016768,14
1708423016768,1708423016782,14
1708423016782,1708423016797,15
1708423016797,1708423016811,14
1708423016811,1708423016825,14
1708423016825,1708423016839,14
1708423016839,1708423016853,14
1708423016853,1708423016868,15
1708423016868,1708423016882,14
1708423016882,1708423016897,15
1708423016897,1708423016909,12
1708423016909,1708423016925,16
1708423016925,1708423016939,14
1708423016939,1708423016954,15
1708423016954,1708423016969,15
1708423016969,1708423016984,15
1708423016984,1708423016997,13
1708423016997,1708423017011,14
1708423017011,1708423017026,15
1708423017026,1708423017037,11
1708423017037,1708423017051,14
1708423017051,1708423017066,15
1708423017066,1708423017081,15
1708423017081,1708423017096,15
1708423017096,1708423017111,15
1708423017111,1708423017126,15
1708423017126,1708423017141,15
1708423017141,1708423017155,14
1708423017155,1708423017170,15
1708423017170,1708423017184,14
1708423017184,1708423017198,14
1708423017198,1708423017213,15
1708423017213,1708423017227,14
1708423017227,1708423017241,14
1708423017241,1708423017256,15
1708423017256,1708423017270,14
1708423017270,1708423017285,15
1708423017285,1708423017298,13
1708423017298,1708423017313,15
1708423017313,1708423017326,13
1708423017326,1708423017340,14
1708423017340,1708423017354,14
1708423017354,1708423017368,14
1708423017368,1708423017382,14
1708423017382,1708423017396,14
1708423017396,1708423017410,14
1708423017410,1708423017424,14
1708423017424,1708423017438,14
1708423017438,1708423017453,15
1708423017453,1708423017467,14
1708423017467,1708423017482,15
1708423017482,1708423017497,15
1708423017497,1708423017511,14
1708423017511,1708423017525,14
1708423017525,1708423017538,13
1708423017538,1708423017549,11
1708423017549,1708423017562,13
1708423017562,1708423017577,15
1708423017577,1708423017591,14
1708423017591,1708423017606,15
1708423017606,1708423017621,15
1708423017621,1708423017633,12
1708423017633,1708423017645,12
1708423017645,1708423017660,15
1708423017660,1708423017673,13
1708423017673,1708423017687,14
1708423017687,1708423017702,15
1708423017702,1708423017717,15
1708423017717,1708423017732,15
1708423017732,1708423017746,14
1708423017746,1708423017760,14
1708423017760,1708423017774,14
1708423017774,1708423017789,15
1708423017789,1708423017804,15
1708423017804,1708423017819,15
1708423017819,1708423017833,14
1708423017833,1708423017846,13
1708423017846,1708423017861,15
1708423017861,1708423017875,14
1708423017875,1708423017889,14
1708423017889,1708423017904,15
1708423017904,1708423017919,15
1708423017919,1708423017934,15
1708423017934,1708423017948,14
1708423017948,1708423017961,13
1708423017961,1708423017976,15
1708423017976,1708423017990,14
1708423017990,1708423018005,15
1708423018005,1708423018020,15
1708423018020,1708423018033,13
1708423018033,1708423018047,14
1708423018047,1708423018060,13
1708423018060,1708423018073,13
1708423018073,1708423018086,13
1708423018086,1708423018100,14
1708423018100,1708423018114,14
1708423018114,1708423018129,15
1708423018129,1708423018143,14
1708423018143,1708423018158,15
1708423018158,1708423018172,14
1708423018172,1708423018188,16
1708423018188,1708423018203,15
1708423018203,1708423018217,14
1708423018217,1708423018231,14
1708423018231,1708423018245,14
1708423018245,1708423018259,14
1708423018259,1708423018273,14
1708423018273,1708423018287,14
1708423018287,1708423018302,15
1708423018302,1708423018317,15
1708423018317,1708423018331,14
1708423018331,1708423018345,14
1708423018345,1708423018359,14
1708423018359,1708423018374,15
1708423018374,1708423018389,15
1708423018389,1708423018404,15
1708423018404,1708423018419,15
1708423018419,1708423018434,15
1708423018434,1708423018449,15
1708423018449,1708423018463,14
1708423018463,1708423018477,14
1708423018477,1708423018491,14
1708423018491,1708423018506,15
1708423018506,1708423018521,15
1708423018521,1708423018536,15
1708423018536,1708423018550,14
1708423018550,1708423018565,15
1708423018565,1708423018581,16
1708423018581,1708423018594,13
1708423018594,1708423018609,15
1708423018609,1708423018624,15
1708423018624,1708423018639,15
1708423018639,1708423018653,14
1708423018653,1708423018666,13
1708423018666,1708423018679,13
1708423018679,1708423018693,14
1708423018693,1708423018707,14
1708423018707,1708423018721,14
1708423018721,1708423018736,15
1708423018736,1708423018750,14
1708423018750,1708423018764,14
1708423018764,1708423018778,14
1708423018778,1708423018792,14
1708423018792,1708423018806,14
1708423018806,1708423018821,15
1708423018821,1708423018835,14
1708423018835,1708423018848,13
1708423018848,1708423018862,14
1708423018862,1708423018875,13
1708423018875,1708423018889,14
1708423018889,1708423018904,15
1708423018904,1708423018919,15
1708423018919,1708423018934,15
1708423018934,1708423018947,13
1708423018947,1708423018961,14
1708423018961,1708423018975,14
1708423018975,1708423018986,11
1708423018986,1708423019000,14
1708423019000,1708423019014,14
1708423019014,1708423019029,15
1708423019029,1708423019043,14
1708423019043,1708423019058,15
1708423019058,1708423019072,14
1708423019072,1708423019086,14
1708423019086,1708423019100,14
1708423019100,1708423019114,14
1708423019114,1708423019128,14
1708423019128,1708423019140,12
1708423019140,1708423019155,15
1708423019155,1708423019169,14
1708423019169,1708423019185,16
1708423019185,1708423019199,14
1708423019199,1708423019214,15
1708423019214,1708423019228,14
1708423019228,1708423019240,12
1708423019240,1708423019255,15
1708423019255,1708423019269,14
1708423019269,1708423019283,14
1708423019283,1708423019297,14
1708423019297,1708423019312,15
1708423019312,1708423019327,15
1708423019327,1708423019341,14
1708423019341,1708423019355,14
1708423019355,1708423019369,14
1708423019369,1708423019383,14
1708423019383,1708423019398,15
1708423019398,1708423019410,12
1708423019410,1708423019425,15
1708423019425,1708423019440,15
1708423019440,1708423019455,15
1708423019455,1708423019470,15
1708423019470,1708423019484,14
1708423019484,1708423019498,14
1708423019498,1708423019512,14
1708423019512,1708423019526,14
1708423019526,1708423019540,14
1708423019540,1708423019554,14
1708423019554,1708423019569,15
1708423019569,1708423019583,14
1708423019583,1708423019599,16
1708423019599,1708423019612,13
1708423019612,1708423019628,16
1708423019628,1708423019641,13
1708423019641,1708423019656,15
1708423019656,1708423019672,16
1708423019672,1708423019686,14
1708423019686,1708423019701,15
1708423019701,1708423019715,14
1708423019715,1708423019729,14
1708423019729,1708423019743,14
1708423019743,1708423019757,14
1708423019757,1708423019771,14
1708423019771,1708423019786,15
1708423019786,1708423019799,13
1708423019799,1708423019810,11
1708423019810,1708423019824,14
1708423019824,1708423019838,14
1708423019838,1708423019851,13
1708423019851,1708423019865,14
1708423019865,1708423019879,14
1708423019879,1708423019891,12
1708423019891,1708423019905,14
1708423019905,1708423019919,14
1708423019919,1708423019932,13
1708423019932,1708423019946,14
1708423019946,1708423019959,13
1708423019959,1708423019973,14
1708423019973,1708423019986,13
1708423019986,1708423020001,15
1708423020001,1708423020015,14
1708423020015,1708423020030,15
1708423020030,1708423020044,14
1708423020044,1708423020059,15
1708423020059,1708423020073,14
1708423020073,1708423020087,14
1708423020087,1708423020102,15
1708423020102,1708423020116,14
1708423020116,1708423020131,15
1708423020131,1708423020145,14
1708423020145,1708423020160,15
1708423020160,1708423020174,14
1708423020174,1708423020187,13
1708423020187,1708423020200,13
1708423020200,1708423020214,14
1708423020214,1708423020228,14
1708423020228,1708423020242,14
1708423020242,1708423020256,14
1708423020256,1708423020271,15
1708423020271,1708423020285,14
1708423020285,1708423020302,17
1708423020302,1708423020316,14
1708423020316,1708423020330,14
1708423020330,1708423020345,15
1708423020345,1708423020359,14
1708423020359,1708423020372,13
1708423020372,1708423020387,15
1708423020387,1708423020402,15
1708423020402,1708423020413,11
1708423020413,1708423020426,13
1708423020426,1708423020441,15
1708423020441,1708423020455,14
1708423020455,1708423020470,15
1708423020470,1708423020484,14
1708423020484,1708423020499,15
1708423020499,1708423020514,15
1708423020514,1708423020533,19
1708423020533,1708423020547,14
1708423020547,1708423020561,14
1708423020561,1708423020575,14
1708423020575,1708423020588,13
1708423020588,1708423020602,14
1708423020602,1708423020616,14
1708423020616,1708423020628,12
1708423020628,1708423020643,15
1708423020643,1708423020658,15
1708423020658,1708423020672,14
1708423020672,1708423020688,16
1708423020688,1708423020703,15
1708423020703,1708423020717,14
1708423020717,1708423020731,14
1708423020731,1708423020743,12
1708423020743,1708423020757,14
1708423020757,1708423020771,14
1708423020771,1708423020785,14
1708423020785,1708423020799,14
1708423020799,1708423020813,14
1708423020813,1708423020826,13
1708423020826,1708423020839,13
1708423020839,1708423020853,14
1708423020853,1708423020868,15
1708423020868,1708423020882,14
1708423020882,1708423020897,15
1708423020897,1708423020908,11
1708423020908,1708423020922,14
1708423020922,1708423020935,13
1708423020935,1708423020948,13
1708423020948,1708423020962,14
1708423020962,1708423020976,14
1708423020976,1708423020990,14
1708423020990,1708423021005,15
1708423021005,1708423021018,13
1708423021018,1708423021032,14
1708423021032,1708423021045,13
1708423021045,1708423021059,14
1708423021059,1708423021072,13
1708423021072,1708423021087,15
1708423021087,1708423021102,15
1708423021102,1708423021117,15
1708423021117,1708423021131,14
1708423021131,1708423021145,14
1708423021145,1708423021160,15
1708423021160,1708423021172,12
1708423021172,1708423021187,15
1708423021187,1708423021201,14
1708423021201,1708423021214,13
1708423021214,1708423021228,14
1708423021228,1708423021242,14
1708423021242,1708423021256,14
1708423021256,1708423021270,14
1708423021270,1708423021284,14
1708423021284,1708423021296,12
1708423021296,1708423021309,13
1708423021309,1708423021323,14
1708423021323,1708423021338,15
1708423021338,1708423021353,15
1708423021353,1708423021367,14
1708423021367,1708423021380,13
1708423021380,1708423021393,13
1708423021393,1708423021408,15
1708423021408,1708423021422,14
1708423021422,1708423021437,15
1708423021437,1708423021452,15
1708423021452,1708423021466,14
1708423021466,1708423021481,15
1708423021481,1708423021494,13
1708423021494,1708423021509,15
1708423021509,1708423021522,13
1708423021522,1708423021536,14
1708423021536,1708423021551,15
1708423021551,1708423021565,14
1708423021565,1708423021579,14
1708423021579,1708423021593,14
1708423021593,1708423021608,15
1708423021608,1708423021623,15
1708423021623,1708423021635,12
1708423021635,1708423021649,14
1708423021649,1708423021664,15
1708423021664,1708423021679,15
1708423021679,1708423021692,13
1708423021692,1708423021705,13
1708423021705,1708423021718,13
1708423021718,1708423021732,14
1708423021732,1708423021746,14
1708423021746,1708423021761,15
1708423021761,1708423021775,14
1708423021775,1708423021788,13
1708423021788,1708423021803,15
1708423021803,1708423021817,14
1708423021817,1708423021832,15
1708423021832,1708423021845,13
1708423021845,1708423021859,14
1708423021859,1708423021872,13
1708423021872,1708423021887,15
1708423021887,1708423021902,15
1708423021902,1708423021915,13
1708423021916,1708423021928,12
1708423021928,1708423021940,12
1708423021940,1708423021954,14
1708423021954,1708423021967,13
1708423021967,1708423021980,13
1708423021980,1708423021994,14
1708423021994,1708423022010,16
1708423022010,1708423022024,14
1708423022024,1708423022039,15
1708423022039,1708423022053,14
1708423022053,1708423022069,16
1708423022069,1708423022082,13
1708423022082,1708423022097,15
1708423022097,1708423022110,13
1708423022110,1708423022125,15
1708423022125,1708423022139,14
1708423022139,1708423022152,13
1708423022152,1708423022166,14
1708423022166,1708423022181,15
1708423022181,1708423022194,13
1708423022194,1708423022209,15
1708423022209,1708423022224,15
1708423022224,1708423022238,14
1708423022238,1708423022251,13
1708423022251,1708423022266,15
1708423022266,1708423022280,14
1708423022280,1708423022295,15
1708423022295,1708423022309,14
1708423022309,1708423022324,15
1708423022324,1708423022336,12
1708423022336,1708423022351,15
1708423022351,1708423022365,14
1708423022365,1708423022378,13
1708423022378,1708423022393,15
1708423022393,1708423022407,14
1708423022407,1708423022422,15
1708423022422,1708423022436,14
1708423022436,1708423022451,15
1708423022451,1708423022466,15
1708423022466,1708423022481,15
1708423022481,1708423022495,14
1708423022495,1708423022509,14
1708423022509,1708423022524,15
1708423022524,1708423022536,12
1708423022536,1708423022551,15
1708423022551,1708423022565,14
1708423022565,1708423022579,14
1708423022579,1708423022594,15
1708423022594,1708423022607,13
1708423022607,1708423022621,14
1708423022621,1708423022636,15
1708423022636,1708423022651,15
1708423022651,1708423022665,14
1708423022665,1708423022680,15
1708423022680,1708423022695,15
1708423022695,1708423022708,13
1708423022708,1708423022722,14
1708423022722,1708423022736,14
1708423022736,1708423022750,14
1708423022750,1708423022764,14
1708423022764,1708423022778,14
1708423022778,1708423022792,14
1708423022792,1708423022806,14
1708423022806,1708423022821,15
1708423022821,1708423022836,15
1708423022836,1708423022850,14
1708423022850,1708423022866,16
1708423022866,1708423022879,13
1708423022879,1708423022894,15
1708423022894,1708423022905,11
1708423022905,1708423022919,14
1708423022919,1708423022933,14
1708423022933,1708423022975,42
1708423022975,1708423022989,14
1708423022989,1708423023000,11
1708423023000,1708423023015,15
1708423023015,1708423023029,14
1708423023029,1708423023042,13
1708423023042,1708423023054,12
1708423023054,1708423023068,14
1708423023068,1708423023080,12
1708423023080,1708423023094,14
1708423023094,1708423023106,12
1708423023106,1708423023119,13
1708423023119,1708423023132,13
1708423023132,1708423023145,13
1708423023145,1708423023159,14
1708423023159,1708423023173,14
1708423023173,1708423023187,14
1708423023187,1708423023202,15
1708423023202,1708423023214,12
1708423023214,1708423023228,14
1708423023228,1708423023242,14
1708423023242,1708423023257,15
1708423023257,1708423023271,14
1708423023271,1708423023284,13
1708423023284,1708423023299,15
1708423023299,1708423023313,14
1708423023313,1708423023328,15
1708423023328,1708423023341,13
1708423023342,1708423023356,14
1708423023356,1708423023369,13
1708423023369,1708423023384,15
1708423023384,1708423023399,15
1708423023399,1708423023414,15
1708423023414,1708423023427,13
1708423023427,1708423023441,14
1708423023441,1708423023454,13
1708423023454,1708423023468,14
1708423023468,1708423023483,15
1708423023483,1708423023497,14
1708423023497,1708423023512,15
1708423023512,1708423023525,13
1708423023525,1708423023538,13
1708423023538,1708423023553,15
1708423023553,1708423023566,13
1708423023566,1708423023580,14
1708423023580,1708423023594,14
1708423023594,1708423023609,15
1708423023609,1708423023624,15
1708423023624,1708423023638,14
1708423023638,1708423023652,14
1708423023652,1708423023667,15
1708423023667,1708423023684,17
1708423023684,1708423023696,12
1708423023696,1708423023708,12
1708423023708,1708423023722,14
1708423023722,1708423023735,13
1708423023735,1708423023750,15
1708423023750,1708423023765,15
1708423023765,1708423023779,14
1708423023779,1708423023794,15
1708423023794,1708423023809,15
1708423023809,1708423023824,15
1708423023824,1708423023838,14
1708423023838,1708423023852,14
1708423023852,1708423023866,14
1708423023866,1708423023880,14
1708423023880,1708423023895,15
1708423023895,1708423023910,15
1708423023910,1708423023924,14
1708423023924,1708423023938,14
1708423023938,1708423023952,14
1708423023952,1708423023966,14
1708423023966,1708423023978,12
1708423023978,1708423023993,15
1708423023993,1708423024007,14
1708423024007,1708423024021,14
1708423024021,1708423024036,15
1708423024036,1708423024051,15
1708423024051,1708423024066,15
1708423024066,1708423024081,15
1708423024081,1708423024095,14
1708423024095,1708423024110,15
1708423024110,1708423024125,15
1708423024125,1708423024139,14
1708423024139,1708423024153,14
1708423024153,1708423024167,14
1708423024167,1708423024182,15
1708423024182,1708423024197,15
1708423024197,1708423024210,13
1708423024210,1708423024227,17
1708423024227,1708423024243,16
1708423024243,1708423024256,13
1708423024256,1708423024270,14
1708423024270,1708423024282,12
1708423024282,1708423024294,12
1708423024294,1708423024307,13
1708423024307,1708423024322,15
1708423024322,1708423024335,13
1708423024335,1708423024349,14
1708423024349,1708423024364,15
1708423024364,1708423024379,15
1708423024379,1708423024393,14
1708423024393,1708423024407,14
1708423024407,1708423024422,15
1708423024422,1708423024437,15
1708423024437,1708423024450,13
1708423024450,1708423024465,15
1708423024465,1708423024479,14
1708423024479,1708423024493,14
1708423024493,1708423024507,14
1708423024507,1708423024520,13
1708423024520,1708423024534,14
1708423024534,1708423024549,15
1708423024549,1708423024562,13
1708423024562,1708423024577,15
1708423024577,1708423024588,11
1708423024588,1708423024603,15
1708423024603,1708423024616,13
1708423024616,1708423024627,11
1708423024627,1708423024642,15
1708423024642,1708423024656,14
1708423024656,1708423024667,11
1708423024667,1708423024681,14
1708423024681,1708423024696,15
1708423024696,1708423024711,15
1708423024711,1708423024723,12
1708423024723,1708423024739,16
1708423024739,1708423024752,13
1708423024752,1708423024768,16
1708423024768,1708423024782,14
1708423024782,1708423024796,14
1708423024796,1708423024810,14
1708423024810,1708423024825,15
1708423024825,1708423024838,13
1708423024838,1708423024852,14
1708423024852,1708423024867,15
1708423024867,1708423024882,15
1708423024882,1708423024895,13
1708423024895,1708423024910,15
1708423024910,1708423024924,14
1708423024924,1708423024938,14
1708423024938,1708423024953,15
1708423024953,1708423024965,12
1708423024965,1708423024979,14
1708423024979,1708423024994,15
1708423024994,1708423025009,15
1708423025009,1708423025024,15
1708423025024,1708423025037,13
1708423025037,1708423025050,13
1708423025050,1708423025064,14
1708423025064,1708423025078,14
1708423025078,1708423025091,13
1708423025091,1708423025103,12
1708423025103,1708423025118,15
1708423025118,1708423025131,13
1708423025131,1708423025146,15
1708423025146,1708423025161,15
1708423025161,1708423025175,14
1708423025175,1708423025190,15
1708423025190,1708423025203,13
1708423025203,1708423025218,15
1708423025218,1708423025231,13
1708423025231,1708423025244,13
1708423025244,1708423025259,15
1708423025259,1708423025274,15
1708423025274,1708423025289,15
1708423025289,1708423025304,15
1708423025304,1708423025317,13
1708423025317,1708423025331,14
1708423025331,1708423025345,14
1708423025345,1708423025361,16
1708423025361,1708423025375,14
1708423025375,1708423025391,16
1708423025391,1708423025405,14
1708423025405,1708423025419,14
1708423025419,1708423025433,14
1708423025433,1708423025447,14
1708423025447,1708423025461,14
1708423025461,1708423025473,12
1708423025473,1708423025487,14
1708423025487,1708423025501,14
1708423025501,1708423025515,14
1708423025515,1708423025530,15
1708423025530,1708423025543,13
1708423025543,1708423025558,15
1708423025558,1708423025571,13
1708423025571,1708423025586,15
1708423025586,1708423025600,14
1708423025600,1708423025615,15
1708423025615,1708423025629,14
1708423025629,1708423025644,15
1708423025644,1708423025658,14
1708423025658,1708423025672,14
1708423025672,1708423025687,15
1708423025687,1708423025701,14
1708423025701,1708423025715,14
1708423025715,1708423025729,14
1708423025729,1708423025741,12
1708423025741,1708423025756,15
1708423025756,1708423025768,12
1708423025768,1708423025783,15
1708423025783,1708423025797,14
1708423025797,1708423025811,14
1708423025811,1708423025825,14
1708423025825,1708423025839,14
1708423025839,1708423025853,14
1708423025853,1708423025867,14
1708423025867,1708423025881,14
1708423025882,1708423025896,14
1708423025896,1708423025911,15
1708423025911,1708423025925,14
1708423025925,1708423025940,15
1708423025940,1708423025955,15
1708423025955,1708423025969,14
1708423025969,1708423025982,13
1708423025982,1708423025996,14
1708423025996,1708423026011,15
1708423026011,1708423026027,16
1708423026027,1708423026039,12
1708423026039,1708423026054,15
1708423026054,1708423026069,15
1708423026069,1708423026083,14
1708423026083,1708423026097,14
1708423026097,1708423026112,15
1708423026112,1708423026125,13
1708423026125,1708423026140,15
1708423026140,1708423026154,14
1708423026154,1708423026169,15
1708423026169,1708423026184,15
1708423026184,1708423026198,14
1708423026198,1708423026213,15
1708423026213,1708423026228,15
1708423026228,1708423026242,14
1708423026242,1708423026256,14
1708423026256,1708423026271,15
1708423026271,1708423026285,14
1708423026285,1708423026299,14
1708423026299,1708423026313,14
1708423026313,1708423026327,14
1708423026327,1708423026342,15
1708423026342,1708423026355,13
1708423026355,1708423026368,13
1708423026368,1708423026383,15
1708423026383,1708423026397,14
1708423026397,1708423026411,14
1708423026411,1708423026426,15
1708423026426,1708423026440,14
1708423026440,1708423026454,14
1708423026454,1708423026468,14
1708423026468,1708423026482,14
1708423026482,1708423026496,14
1708423026496,1708423026510,14
1708423026510,1708423026524,14
1708423026524,1708423026539,15
1708423026539,1708423026553,14
1708423026553,1708423026567,14
1708423026567,1708423026582,15
1708423026582,1708423026596,14
1708423026596,1708423026608,12
1708423026608,1708423026623,15
1708423026623,1708423026638,15
1708423026638,1708423026652,14
1708423026652,1708423026667,15
1708423026667,1708423026681,14
1708423026681,1708423026694,13
1708423026694,1708423026708,14
1708423026708,1708423026722,14
1708423026722,1708423026737,15
1708423026737,1708423026751,14
1708423026751,1708423026766,15
1708423026766,1708423026781,15
1708423026781,1708423026795,14
1708423026795,1708423026810,15
1708423026810,1708423026824,14
1708423026824,1708423026838,14
1708423026838,1708423026853,15
1708423026853,1708423026867,14
1708423026867,1708423026882,15
1708423026882,1708423026895,13
1708423026895,1708423026907,12
1708423026907,1708423026921,14
1708423026921,1708423026935,14
1708423026935,1708423026951,16
1708423026951,1708423026966,15
1708423026966,1708423026981,15
1708423026981,1708423026995,14
1708423026995,1708423027008,13
1708423027008,1708423027024,16
1708423027024,1708423027038,14
1708423027038,1708423027052,14
1708423027052,1708423027067,15
1708423027067,1708423027082,15
1708423027082,1708423027095,13
1708423027095,1708423027110,15
1708423027110,1708423027125,15
1708423027125,1708423027140,15
1708423027140,1708423027154,14
1708423027154,1708423027169,15
1708423027169,1708423027183,14
1708423027183,1708423027199,16
1708423027199,1708423027216,17
1708423027216,1708423027231,15
1708423027231,1708423027245,14
1708423027245,1708423027259,14
1708423027259,1708423027273,14
1708423027273,1708423027287,14
1708423027287,1708423027302,15
1708423027302,1708423027317,15
1708423027317,1708423027331,14
1708423027331,1708423027345,14
1708423027345,1708423027360,15
1708423027360,1708423027374,14
1708423027374,1708423027388,14
1708423027389,1708423027403,14
1708423027403,1708423027417,14
1708423027417,1708423027431,14
1708423027431,1708423027446,15
1708423027446,1708423027459,13
1708423027459,1708423027473,14
1708423027473,1708423027488,15
1708423027488,1708423027502,14
1708423027502,1708423027517,15
1708423027517,1708423027531,14
1708423027531,1708423027545,14
1708423027545,1708423027559,14
1708423027559,1708423027574,15
1708423027574,1708423027589,15
1708423027589,1708423027603,14
1708423027603,1708423027616,13
1708423027616,1708423027631,15
1708423027631,1708423027646,15
1708423027646,1708423027659,13
1708423027659,1708423027672,13
1708423027672,1708423027686,14
1708423027686,1708423027701,15
1708423027701,1708423027715,14
1708423027715,1708423027730,15
